"routeno","route_name","route_address","Starting","Destination","TotalStops","TravelTime","Distance","FirstBusFromStartingPoint","LastBusFromStartingPoint","FirstBusFromFromDestination","LastBusFromDestination"
"1","R C Church to Bandra Reclamation Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-1","R C Church","Bandra Reclamation Bus Station","44","1 Hour 40 Minutes","25.9","07:55","21:00","06:30","21:32"
"1-ltd","Colaba Bus Station to Santacruz Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-1-ltd","Colaba Bus Station","Santacruz Depot","33","1 Hour 16 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"10-ltd","Hutatma Chowk to Ghatkopar Depot Caseurina Route Map","https://www.mumbai77.com/bus-routes/bus-no-10-ltd","Hutatma Chowk","Ghatkopar Depot Caseurina","53","1 Hour 8 Minutes","26.1","08:03","20:35","07:00","18:15"
"100","Ahilyabai Holkar Chowk Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-100","Ahilyabai Holkar Chowk","Ahilyabai Holkar Chowk","11","41 Minutes","3.3","08:30","18:48","Ahilyabai Holkar Chow","Petroleum Hous"
"101","Colaba Depot to Walkeshwar Route Map","https://www.mumbai77.com/bus-routes/bus-no-101","Colaba Depot","Walkeshwar","26","51 Minutes","9.9","06:45","20:30","06:50","19:21"
"102","Grant Road Station East Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-102","Grant Road Station East","Grant Road Station East","14","Unknown","5.1","06:00","22:00","Grant Road Station Eas","Novelty Cinema Dr Bhadkamkar Roa"
"103","R C Church to Kamla Nehru Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-103","R C Church","Kamla Nehru Park","37","1 Hour 8 Minutes","14.4","08:19","22:05","07:50","22:38"
"104","J Mehta Marg Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-104","J Mehta Marg","J Mehta Marg","33","38 Minutes","11.4","05:45","22:53","J Mehta Mar","Darya Maha"
"105","Kamla Nehru Park Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-105","Kamla Nehru Park","Kamla Nehru Park","40","35 Minutes","13.4","06:30","21:12","Kamla Nehru Par","Sahyadri Guest House Walkeshwa"
"106","R C Church to Kamla Nehru Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-106","R C Church","Kamla Nehru Park","29","1 Hour 8 Minutes","12.4","06:30","19:22","07:10","20:22"
"108","Mumbai C S T to Kamla Nehru Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-108","Mumbai C S T","Kamla Nehru Park","31","50 Minutes","11.6","06:30","20:02","07:10","20:30"
"11-ltd","Navy Nagar Colaba to Bandra Colony Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-11-ltd","Navy Nagar Colaba","Bandra Colony Bus Station","38","1 Hour 32 Minutes","22.3","07:05","19:05","08:25","20:50"
"110","Com P K Kurne Chowk to Sangam Nagar Route Map","https://www.mumbai77.com/bus-routes/bus-no-110","Com P K Kurne Chowk","Sangam Nagar","19","39 Minutes","7.1","06:10","22:30","06:00","23:00"
"111","Mumbai C S T Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-111","Mumbai C S T","Mumbai C S T","12","23 Minutes","4.9","06:30","10:33","Mumbai C S ","Swami D Saraswati Chowk For"
"112","Ahilyabai Holkar Chowk to Gateway Of India Route Map","https://www.mumbai77.com/bus-routes/bus-no-112","Ahilyabai Holkar Chowk","Gateway Of India","4","13 Minutes","2.4","11:55","19:30","12:07","19:44"
"120","Pt Paluskar Chowk Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-120","Pt Paluskar Chowk","Pt Paluskar Chowk","10","45 Minutes","NA","Time Not Available","Time Not Available","Pt Paluskar Chow","S K Patil Garden Charni Roa"
"121","Backbay Depot to J Mehta Marg Route Map","https://www.mumbai77.com/bus-routes/bus-no-121","Backbay Depot","J Mehta Marg","36","1 Hour 6 Minutes","12.8","05:30","21:40","06:05","20:45"
"122","Ballard Pier to J Mehta Marg Route Map","https://www.mumbai77.com/bus-routes/bus-no-122","Ballard Pier","J Mehta Marg","28","1 Hour 1 Minutes","9.7","07:40","16:33","07:00","17:32"
"123","R C Church to Vasantrao Naik Chowk Tardeo Route Map","https://www.mumbai77.com/bus-routes/bus-no-123","R C Church","Vasantrao Naik Chowk Tardeo","23","54 Minutes","10.4","06:40","19:48","06:00","18:54"
"124","Colaba Bus Station to Worli Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-124","Colaba Bus Station","Worli Depot","39","1 Hour 8 Minutes","16.8","06:35","21:59","07:09","21:20"
"125","Navy Nagar Colaba to Worli Village Route Map","https://www.mumbai77.com/bus-routes/bus-no-125","Navy Nagar Colaba","Worli Village","40","1 Hour 6 Minutes","16.4","07:00","22:35","06:05","21:05"
"126","Mantralaya to Jijamata Udyan Route Map","https://www.mumbai77.com/bus-routes/bus-no-126","Mantralaya","Jijamata Udyan","36","42 Minutes","12.9","08:00","20:45","07:05","19:10"
"130","Dr S P Mukherji Chowk Museum to Vasantrao Naik Chowk Tardeo Route Map","https://www.mumbai77.com/bus-routes/bus-no-130","Dr S P Mukherji Chowk Museum","Vasantrao Naik Chowk Tardeo","19","37 Minutes","6.4","06:15","23:05","05:45","22:25"
"132","Colaba Bus Station Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-132","Colaba Bus Station","Colaba Bus Station","43","24 Minutes","20.8","06:00","11:44","Colaba Bus Statio","Sasoon Doc"
"133","Colaba Bus Station Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-133","Colaba Bus Station","Colaba Bus Station","43","23 Minutes","20.8","06:10","11:08","Colaba Bus Statio","Sasoon Doc"
"134","Backbay Depot to P Thakre Udyan Bus Station Sewree Route Map","https://www.mumbai77.com/bus-routes/bus-no-134","Backbay Depot","P Thakre Udyan Bus Station Sewree","40","1 Hour 44 Minutes","16.5","08:05","21:05","06:35","20:01"
"135","Ferry Wharf to J Mehta Marg Route Map","https://www.mumbai77.com/bus-routes/bus-no-135","Ferry Wharf","J Mehta Marg","31","53 Minutes","10.4","06:20","20:25","06:00","21:20"
"137","Navy Nagar Colaba Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-137","Navy Nagar Colaba","Navy Nagar Colaba","20","37 Minutes","11","06:55","22:50","Navy Nagar Colab","Dhobi Ghat Colab"
"137-bus2","Navy Nagar Colaba Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-137-bus2","Navy Nagar Colaba","Navy Nagar Colaba","22","37 Minutes","NA","Time Not Available","Time Not Available","Navy Nagar Colab","Dhobi Ghat Colab"
"138","Backbay Depot to Mumbai C S T Route Map","https://www.mumbai77.com/bus-routes/bus-no-138","Backbay Depot","Mumbai C S T","13","33 Minutes","6.2","07:30","20:24","06:58","19:59"
"139","Geeta Nagar Colaba to Mumbai C S T Route Map","https://www.mumbai77.com/bus-routes/bus-no-139","Geeta Nagar Colaba","Mumbai C S T","14","54 Minutes","6.6","06:55","19:05","06:30","19:35"
"14","Dr S P Mukherji Chowk Museum to Pratiksha Nagar Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-14","Dr S P Mukherji Chowk Museum","Pratiksha Nagar Depot","48","1 Hour 11 Minutes","21.2","06:15","20:00","07:30","17:57"
"15","Mantralaya to Pratiksha Nagar Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-15","Mantralaya","Pratiksha Nagar Depot","45","1 Hour 14 Minutes","18.9","06:45","23:00","07:20","08:10"
"151","J Mehta Marg to Wadala Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-151","J Mehta Marg","Wadala Depot","32","1 Hour 5 Minutes","12.8","09:59","19:20","09:06","15:47"
"154","Byculla Station West to Nehru Planetarium Route Map","https://www.mumbai77.com/bus-routes/bus-no-154","Byculla Station West","Nehru Planetarium","14","37 Minutes","4.4","06:25","22:22","06:40","22:20"
"155","Grant Road Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-155","Grant Road Station West","Grant Road Station West","12","9 Minutes","4.8","06:00","22:12","Grant Road Station Wes","Sonawala Buildin"
"156","Simla House to Byculla Station West Route Map","https://www.mumbai77.com/bus-routes/bus-no-156","Simla House","Byculla Station West","19","1 Hour","6.2","06:40","19:13","06:30","19:53"
"16-ltd","Wadala Depot to S R A Colony Vashi Naka Route Map","https://www.mumbai77.com/bus-routes/bus-no-16-ltd","Wadala Depot","S R A Colony Vashi Naka","20","50 Minutes","10.6","07:40","21:45","06:50","20:30"
"160","P Thakre Udyan Bus Station Sewree to Ram Ganesh Gadkari Chowk Shivaji Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-160","P Thakre Udyan Bus Station Sewree","Ram Ganesh Gadkari Chowk Shivaji Park","12","42 Minutes","5.1","07:00","21:15","07:35","21:55"
"161","Worli Depot to Nadkarni Park Route Map","https://www.mumbai77.com/bus-routes/bus-no-161","Worli Depot","Nadkarni Park","28","50 Minutes","10.6","07:49","19:57","07:10","18:53"
"162","P Thakre Udyan Bus Station Sewree to Worli Village Route Map","https://www.mumbai77.com/bus-routes/bus-no-162","P Thakre Udyan Bus Station Sewree","Worli Village","13","27 Minutes","4.8","06:05","22:40","05:40","22:24"
"163","P Thakre Udyan Bus Station Sewree to Worli Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-163","P Thakre Udyan Bus Station Sewree","Worli Depot","12","34 Minutes","5.4","12:05","18:11","12:30","18:38"
"164","Maharana Pratap Chowk Mazgaon to Dharavi Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-164","Maharana Pratap Chowk Mazgaon","Dharavi Depot","40","44 Minutes","17.2","07:45","21:10","07:45","19:28"
"165","Kasturba Gandhi Chowk to Dharavi Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-165","Kasturba Gandhi Chowk","Dharavi Depot","38","52 Minutes","16.7","06:00","23:40","05:43","22:22"
"166","Mumbai Central Depot to Dharavi Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-166","Mumbai Central Depot","Dharavi Depot","50","44 Minutes","21.8","08:15","18:58","07:00","21:00"
"167","Com P K Kurne Chowk Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-167","Com P K Kurne Chowk","Com P K Kurne Chowk","12","12 Minutes","3.5","06:00","20:5","Com P K Kurne Chow","Gopal Naga"
"167-bus2","Worli Depot Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-167-bus2","Worli Depot","Worli Depot","30","28 Minutes","NA","Time Not Available","Time Not Available","Worli Depo","Worli Sea Face "
"168","Lal Bahadur Shastri College to Wadala Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-168","Lal Bahadur Shastri College","Wadala Depot","39","45 Minutes","14.2","05:25","23:05","06:05","21:47"
"169","Worli Village to Pratiksha Nagar Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-169","Worli Village","Pratiksha Nagar Depot","28","45 Minutes","11.6","05:10","20:45","05:50","20:20"
"170","Antop Hill Extension to Rani Laxmibai Chowk Sion Route Map","https://www.mumbai77.com/bus-routes/bus-no-170","Antop Hill Extension","Rani Laxmibai Chowk Sion","8","25 Minutes","3.5","06:20","19:19","06:00","18:55"
"171","Worli Dairy to Antop Hill Route Map","https://www.mumbai77.com/bus-routes/bus-no-171","Worli Dairy","Antop Hill","36","1 Hour 11 Minutes","13.1","06:25","21:15","06:25","20:02"
"172","Byculla Station West to Pratiksha Nagar Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-172","Byculla Station West","Pratiksha Nagar Depot","42","54 Minutes","15.8","07:30","16:50","08:28","18:25"
"173","Rani Laxmibai Chowk Sion Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-173","Rani Laxmibai Chowk Sion","Rani Laxmibai Chowk Sion","9","16 Minutes","4.1","06:30","21:00","Rani Laxmibai Chowk Sio","Aakash Ganga Society Dharav"
"174","Veer Kotwal Udyan Dadar Station Plaza to Bharani Naka Antop Hill Route Map","https://www.mumbai77.com/bus-routes/bus-no-174","Veer Kotwal Udyan Dadar Station Plaza","Bharani Naka Antop Hill","14","26 Minutes","5.2","07:59","22:05","07:31","22:30"
"18","Pt Paluskar Chowk to Jijamata Udyan Route Map","https://www.mumbai77.com/bus-routes/bus-no-18","Pt Paluskar Chowk","Jijamata Udyan","18","29 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"180","Rani Laxmibai Chowk Sion to Malvani Depot Gaikwad Nagar Route Map","https://www.mumbai77.com/bus-routes/bus-no-180","Rani Laxmibai Chowk Sion","Malvani Depot Gaikwad Nagar","55","1 Hour 47 Minutes","24.1","09:05","22:10","06:30","20:21"
"181","Antop Hill Extension to Seepz Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-181","Antop Hill Extension","Seepz Bus Station","51","1 Hour 17 Minutes","22.2","07:25","21:05","07:30","19:25"
"182","Bandra East Bus Station to Malad Bus Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-182","Bandra East Bus Station","Malad Bus Depot","37","58 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"183","Kurla Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-183","Kurla Station West","Kurla Station West","23","Unknown","NA","Time Not Available","Time Not Available","Kurla Station Wes","Buddha Naga"
"184","Agarkar Chowk to Marol Maroshi Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-184","Agarkar Chowk","Marol Maroshi Bus Station","16","31 Minutes","5.4","07:00","21:10","07:25","21:20"
"185","Kannamwar Nagar 2 to Agarkar Chowk Route Map","https://www.mumbai77.com/bus-routes/bus-no-185","Kannamwar Nagar 2","Agarkar Chowk","38","1 Hour 16 Minutes","16.3","07:43","20:45","08:48","21:30"
"186","Agarkar Chowk to Vihar Lake Route Map","https://www.mumbai77.com/bus-routes/bus-no-186","Agarkar Chowk","Vihar Lake","26","1 Hour 5 Minutes","10.5","06:10","23:40","05:45","23:30"
"187","Bandra Railway Terminus Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-187","Bandra Railway Terminus","Bandra Railway Terminus","24","Unknown","NA","Time Not Available","Time Not Available","Bandra Railway Terminu","Bandra Phatak Eas"
"188-ltd","Borivali Station East to Kanheri Caves Route Map","https://www.mumbai77.com/bus-routes/bus-no-188-ltd","Borivali Station East","Kanheri Caves","7","12 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"19-ltd","Mantralaya to Shivaji Nagar Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-19-ltd","Mantralaya","Shivaji Nagar Depot","40","1 Hour 21 Minutes","26.3","07:30","19:40","09:10","18:10"
"192","Kurla Station West to Bandra Colony Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-192","Kurla Station West","Bandra Colony Bus Station","16","42 Minutes","5.9","06:30","20:50","06:45","21:25"
"2-ltd","Colaba Depot to Agarkar Chowk Route Map","https://www.mumbai77.com/bus-routes/bus-no-2-ltd","Colaba Depot","Agarkar Chowk","49","1 Hour 2 Minutes","25.9","07:55","21:00","06:30","21:32"
"20-ltd","Dr S P Mukherji Chowk Museum to Shivaji Nagar Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-20-ltd","Dr S P Mukherji Chowk Museum","Shivaji Nagar Depot","56","1 Hour 23 Minutes","27.7","09:05","18:53","07:30","20:35"
"200","Shrawan Yeshwante Chowk to Vesave Yari Road Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-200","Shrawan Yeshwante Chowk","Vesave Yari Road Bus Station","54","1 Hour 20 Minutes","24.6","05:35","21:40","06:35","22:00"
"201","P Thakre Udyan Bus Station Sewree to Goregaon Bus Station West Route Map","https://www.mumbai77.com/bus-routes/bus-no-201","P Thakre Udyan Bus Station Sewree","Goregaon Bus Station West","48","55 Minutes","22","05:30","22:00","06:35","23:30"
"202-ltd","Mahim Bus Station to Gorai Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-202-ltd","Mahim Bus Station","Gorai Depot","47","1 Hour 13 Minutes","25","08:10","21:30","06:40","19:25"
"203","Juhu Beach to Dahisar Bridge Route Map","https://www.mumbai77.com/bus-routes/bus-no-203","Juhu Beach","Dahisar Bridge","58","1 Hour 10 Minutes","20.1","08:53","19:50","10:20","21:25"
"204","Goregaon Bus Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-204","Goregaon Bus Station West","Goregaon Bus Station West","91","Unknown","30.9","06:05","21:30","Goregaon Bus Station Wes","Jain Mandir Goregao"
"205","Jogeshwari Bus Station Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-205","Jogeshwari Bus Station","Jogeshwari Bus Station","90","Unknown","32.1","05:40","20:25","Jogeshwari Bus Statio","Jogeshwari Tabel"
"206","Gorai Depot to I C Colony Route Map","https://www.mumbai77.com/bus-routes/bus-no-206","Gorai Depot","I C Colony","34","53 Minutes","11.2","05:30","22:30","06:00","23:25"
"207","Malvani Depot Gaikwad Nagar to Dahisar Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-207","Malvani Depot Gaikwad Nagar","Dahisar Bus Station","46","1 Hour 21 Minutes","15.1","05:15","22:15","06:05","20:56"
"208","Borivali Station Road West to Saraswati Complex Dahisar Route Map","https://www.mumbai77.com/bus-routes/bus-no-208","Borivali Station Road West","Saraswati Complex Dahisar","19","36 Minutes","4.5","06:00","22:40","05:45","22:55"
"209","Samata Nagar Kandivali Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-209","Samata Nagar Kandivali","Samata Nagar Kandivali","50","1 Hour 1 Minutes","17.7","06:30","23:00","Samata Nagar Kndvl","Thakur Colleg"
"21-ltd","R C Church to Trombay Route Map","https://www.mumbai77.com/bus-routes/bus-no-21-ltd","R C Church","Trombay","53","1 Hour 52 Minutes","29.2","06:30","21:25","05:30","20:35"
"210-ltd","Vesave Yari Road Bus Station to Dahisar Bridge Route Map","https://www.mumbai77.com/bus-routes/bus-no-210-ltd","Vesave Yari Road Bus Station","Dahisar Bridge","42","1 Hour 9 Minutes","21","06:05","09:35","06:10","22:50"
"211","Bandra Bus Station West to Father Agnel Ashram Route Map","https://www.mumbai77.com/bus-routes/bus-no-211","Bandra Bus Station West","Father Agnel Ashram","19","11 Minutes","6.6","05:50","23:30","06:00","23:06"
"212","P Thakre Udyan Bus Station Sewree to Bandra Reclamation Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-212","P Thakre Udyan Bus Station Sewree","Bandra Reclamation Bus Station","22","20 Minutes","9.6","06:45","20:45","06:15","21:00"
"213","P Thakre Udyan Bus Station Sewree to Santacruz Station East Route Map","https://www.mumbai77.com/bus-routes/bus-no-213","P Thakre Udyan Bus Station Sewree","Santacruz Station East","37","38 Minutes","15","06:15","21:45","07:25","22:00"
"214","Bandra Bus Station West to Mount Mary Steps Municipal Garden Route Map","https://www.mumbai77.com/bus-routes/bus-no-214","Bandra Bus Station West","Mount Mary Steps Municipal Garden","12","32 Minutes","3","05:45","24:00","06:00","24:00"
"215","Bandra Reclamation Bus Station Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-215","Bandra Reclamation Bus Station","Bandra Reclamation Bus Station","40","57 Minutes","NA","Time Not Available","Time Not Available","Bandra Reclamation Bus Statio","Unit Trust Of Indi"
"215-bus2","Father Agnel Ashram Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-215-bus2","Father Agnel Ashram","Father Agnel Ashram","39","48 Minutes","NA","Time Not Available","Time Not Available","Father Agnel Ashra","Municipal Garden Band Stan"
"216","Bandra Bus Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-216","Bandra Bus Station West","Bandra Bus Station West","19","Unknown","NA","Time Not Available","Time Not Available","Bandra Bus Station Wes","Bandra Tala"
"217","Swami Narayan Chowk Dadar to Tata Hospital Route Map","https://www.mumbai77.com/bus-routes/bus-no-217","Swami Narayan Chowk Dadar","Tata Hospital","15","10 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"218","Bandra Bus Station West to Bandra Railway Terminus Route Map","https://www.mumbai77.com/bus-routes/bus-no-218","Bandra Bus Station West","Bandra Railway Terminus","28","17 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"219","Santacruz Station East Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-219","Santacruz Station East","Santacruz Station East","26","Unknown","NA","Time Not Available","Time Not Available","Santacruz Station Eas","Vakola Police Statio"
"22-ltd","Colaba Depot to Marol Maroshi Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-22-ltd","Colaba Depot","Marol Maroshi Bus Station","40","1 Hour 22 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"220","Bandra Bus Station West to Khar Station West Route Map","https://www.mumbai77.com/bus-routes/bus-no-220","Bandra Bus Station West","Khar Station West","17","20 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"221","Andheri Station West to Vesave Yari Road Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-221","Andheri Station West","Vesave Yari Road Bus Station","17","43 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"222","Bandra Bus Station West to Vesave Yari Road Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-222","Bandra Bus Station West","Vesave Yari Road Bus Station","32","52 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"223-ltd","Seven Bungalows Bus Station to Samata Nagar Kandivali Route Map","https://www.mumbai77.com/bus-routes/bus-no-223-ltd","Seven Bungalows Bus Station","Samata Nagar Kandivali","40","1 Hour 27 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"224","Santacruz Depot to Borivali Station Road West Route Map","https://www.mumbai77.com/bus-routes/bus-no-224","Santacruz Depot","Borivali Station Road West","67","41 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"225","Bandra Bus Station West to Dahisar Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-225","Bandra Bus Station West","Dahisar Bus Station","55","58 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"226-ltd","Barve Nagar Municipal School No 3 to P Thakre Nagar Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-226-ltd","Barve Nagar Municipal School No 3","P Thakre Nagar Bus Station","58","1 Hour 15 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"229","Santacruz Depot to Shanti Ashram Route Map","https://www.mumbai77.com/bus-routes/bus-no-229","Santacruz Depot","Shanti Ashram","66","1 Hour 5 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"231","Santacruz Station West to Juhu Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-231","Santacruz Station West","Juhu Bus Station","14","47 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"233","Borivali Station East to Hanuman Tekdi Chogle Nagar Route Map","https://www.mumbai77.com/bus-routes/bus-no-233","Borivali Station East","Hanuman Tekdi Chogle Nagar","10","19 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"234","Jogeshwari Bus Station Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-234","Jogeshwari Bus Station","Jogeshwari Bus Station","44","56 Minutes","NA","Time Not Available","Time Not Available","Jogeshwari Bus Statio","Jogeshwari Tabel"
"235","Andheri Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-235","Andheri Station West","Andheri Station West","28","42 Minutes","NA","Time Not Available","Time Not Available","Andheri Station Wes","Andheri Marke"
"236","Jogeshwari Bus Station to S R A Colony Somani Gram Route Map","https://www.mumbai77.com/bus-routes/bus-no-236","Jogeshwari Bus Station","S R A Colony Somani Gram","10","15 to 20 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"239","Kandivali Station West to Charkop Sector 9 Akshara Vidyalaya Route Map","https://www.mumbai77.com/bus-routes/bus-no-239","Kandivali Station West","Charkop Sector 9 Akshara Vidyalaya","19","46 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"240","Kandar Pada Bus Station Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-240","Kandar Pada Bus Station","Kandar Pada Bus Station","44","Unknown","NA","Time Not Available","Time Not Available","Kandar Pada Bus Statio","Kandar Pada Rushi Complex Ex"
"241","Wadala Depot to Malvani Depot Gaikwad Nagar Route Map","https://www.mumbai77.com/bus-routes/bus-no-241","Wadala Depot","Malvani Depot Gaikwad Nagar","61","2 Hour 1 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"242","Andheri Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-242","Andheri Station West","Andheri Station West","29","39 Minutes","11.5","06:40","22:57","Andheri Station Wes","Andheri Marke"
"243","Malad Station West to Jankalyan Nagar Route Map","https://www.mumbai77.com/bus-routes/bus-no-243","Malad Station West","Jankalyan Nagar","13","33 Minutes","4.2","06:25","21:30","06:05","22:00"
"244","Kandivali Station West to Borivali Station Road West Route Map","https://www.mumbai77.com/bus-routes/bus-no-244","Kandivali Station West","Borivali Station Road West","31","45 Minutes","10.7","23:30","Time Not Available","Kandivali Station Wes","Dena Bank Kandival"
"245","P Thakre Nagar Bus Station Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-245","P Thakre Nagar Bus Station","P Thakre Nagar Bus Station","33","37 Minutes","9.5","05:55","22:10","P Thakre Nagar Bus Statio","Ganesh Societ"
"245-bus2","P Thakre Nagar Bus Station Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-245-bus2","P Thakre Nagar Bus Station","P Thakre Nagar Bus Station","33","22 Minutes","9.5","05:55","22:10","P Thakre Nagar Bus Statio","Ganesh Societ"
"246","Kandivali Station West to Borivali Station Road West Route Map","https://www.mumbai77.com/bus-routes/bus-no-246","Kandivali Station West","Borivali Station Road West","28","45 Minutes","9.8","06:05","21:14","05:55","22:05"
"247","Borivali Station Road West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-247","Borivali Station Road West","Borivali Station Road West","27","21 Minutes","9.3","05:30","21:56","Borivali Station Road Wes","Borivali Station Road Wes"
"248","Andheri Station West to Ramesh Nagar Andheri Route Map","https://www.mumbai77.com/bus-routes/bus-no-248","Andheri Station West","Ramesh Nagar Andheri","6","26 Minutes","2","06:30","23:00","06:42","22:57"
"249","Andheri Station West to Vesave Yari Road Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-249","Andheri Station West","Vesave Yari Road Bus Station","14","43 Minutes","5.9","08:30","22:10","09:07","22:10"
"25-ltd","Backbay Depot to Vihar Lake Route Map","https://www.mumbai77.com/bus-routes/bus-no-25-ltd","Backbay Depot","Vihar Lake","54","2 Hour 18 Minutes","30.5","07:31","20:35","05:55","18:16"
"250","Andheri Station West to Gilbert HillPancham Society Route Map","https://www.mumbai77.com/bus-routes/bus-no-250","Andheri Station West","Gilbert HillPancham Society","6","27 Minutes","NA","Time Not Available","Time Not Available","Time Not Available","Time Not Available"
"251","Andheri Station West to Vesave Yari Road Bus Station Route Map","https://www.mumbai77.com/bus-routes/bus-no-251","Andheri Station West","Vesave Yari Road Bus Station","14","43 Minutes","6","04:45","25:35","05:05","25:10"
"252","Andheri Station West Ring Route Map","https://www.mumbai77.com/bus-routes/bus-no-252","Andheri Station West","Andheri Station West","32","22 Minutes","10.6","06:56","20:23","Andheri Station Wes","Andheri Marke"
"253","Juhu Bus Station to Malad Bus Depot Route Map","https://www.mumbai77.com/bus-routes/bus-no-253","Juhu Bus Station","Malad Bus Depot","32","1 Hour 2 Minutes","12.6","07:15","21:40","06:25","20:10"
